R,G,B,Type
96,170,189,1
242,171,38,1
250,96,105,1
150,130,224,1
245,228,250,1
104,117,68,0
140,8,228,1
106,65,181,1
86,102,96,0
158,144,30,1
162,78,8,1
241,27,125,1
84,78,146,1
178,95,218,1
64,57,89,0
232,76,204,1
159,205,36,1
181,87,243,1
26,252,130,1
219,145,227,1
151,170,209,1
209,114,207,1
198,194,216,1
158,20,127,1
203,51,134,1
64,167,226,1
146,215,108,1
12,89,148,1
205,205,34,1
73,204,16,1
93,174,141,1
248,65,180,1
220,141,201,1
232,56,198,1
195,26,226,1
190,143,221,1
247,37,107,1
28,105,80,0
193,235,167,1
26,49,101,0
145,16,160,1
145,78,153,1
14,154,130,1
53,107,0,0
98,179,72,1
49,194,179,1
206,151,236,1
215,223,83,1
223,16,76,1
154,247,203,1
174,69,254,1
231,208,72,1
192,209,3,1
172,192,79,1
200,59,61,1
14,234,55,1
167,54,46,1
65,83,144,1
94,170,185,1
90,168,31,1
125,165,239,1
110,5,15,0
96,151,148,1
176,95,47,1
179,34,79,1
233,144,96,1
196,34,123,1
57,37,94,0
196,108,182,1
54,43,90,0
144,251,131,1
42,59,208,1
222,65,107,1
9,42,125,0
53,212,209,1
246,74,247,1
74,3,2,0
155,82,131,1
45,241,108,1
50,109,213,1
211,210,130,1
132,18,243,1
13,223,196,1
42,42,29,0
196,19,11,1
19,226,171,1
178,251,153,1
186,160,92,1
208,159,194,1
78,223,119,1
156,96,105,1
191,241,144,1
28,114,27,0
4,168,33,1
100,108,6,0
79,248,134,1
38,114,131,1
39,207,59,1
91,104,197,1
215,103,109,1
181,35,131,1
177,37,241,1
116,172,250,1
254,87,57,1
164,131,58,1
247,110,213,1
180,175,236,1
39,95,176,1
43,195,91,1
140,37,110,1
155,146,74,1
174,0,62,1
234,73,35,1
238,132,155,1
194,127,236,1
53,197,72,1
190,229,75,1
166,201,238,1
183,28,188,1
73,222,153,1
198,41,60,1
125,176,25,1
158,185,58,1
163,83,164,1
0,151,57,1
110,179,21,1
120,97,135,1
164,215,152,1
167,195,145,1
71,226,88,1
3,139,37,1
124,32,253,1
233,11,90,1
145,162,170,1
3,28,226,1
134,163,221,1
106,24,162,1
45,161,147,1
219,232,54,1
29,246,230,1
12,13,112,0
144,50,1,1
232,162,75,1
193,136,164,1
83,217,54,1
31,211,255,1
186,10,67,1
200,88,164,1
228,86,93,1
217,127,80,1
4,190,154,1
216,57,201,1
149,84,154,1
124,67,230,1
15,224,205,1
241,4,51,1
64,209,167,1
46,45,211,1
7,69,189,1
136,160,202,1
86,167,165,1
97,162,125,1
172,211,96,1
31,239,234,1
95,76,27,0
9,195,236,1
164,192,31,1
35,251,24,1
231,170,116,1
97,48,150,1
61,188,229,1
12,238,208,1
241,91,112,1
20,146,231,1
193,197,13,1
205,44,73,1
111,180,62,1
38,58,100,0
233,152,46,1
68,192,70,1
55,128,241,1
190,108,73,1
105,150,140,1
142,185,87,1
40,41,215,1
43,231,218,1
105,17,160,1
20,129,97,1
77,142,169,1
57,163,196,1
17,128,186,1
202,169,79,1
209,27,134,1
189,203,189,1
241,27,175,1
253,70,59,1
69,209,204,1
124,61,102,0
215,150,145,1
42,128,65,1
205,211,205,1
140,28,45,1
236,115,98,1
190,170,75,1
194,220,180,1
162,4,174,1
159,168,99,1
46,131,57,1
136,210,225,1
210,35,203,1
131,172,154,1
60,232,78,1
122,170,77,1
102,162,247,1
216,108,183,1
26,8,129,1
243,8,124,1
34,17,195,1
179,75,229,1
177,189,245,1
157,20,71,1
37,229,228,1
231,148,112,1
192,4,154,1
21,39,138,1
164,126,65,1
164,137,254,1
194,221,63,1
87,183,56,1
65,145,222,1
64,69,60,0
17,160,130,1
209,62,185,1
177,198,215,1
234,33,88,1
27,214,21,1
84,253,48,1
151,232,159,1
11,155,21,1
223,246,98,1
201,57,113,1
229,164,150,1
162,203,200,1
160,77,57,1
34,76,124,0
223,49,91,1
148,38,223,1
194,134,31,1
203,108,197,1
14,225,143,1
157,158,211,1
184,231,145,1
168,215,33,1
186,147,116,1
55,192,44,1
20,150,6,1
195,145,163,1
148,199,172,1
16,146,128,1
121,125,10,0
0,110,205,1
18,33,153,1
247,128,104,1
91,149,245,1
143,118,146,1
18,181,234,1
205,211,78,1
212,59,243,1
226,140,115,1
39,204,150,1
152,244,248,1
216,4,244,1
142,216,137,1
23,79,199,1
114,198,188,1
114,220,185,1
16,19,254,1
4,34,178,1
101,200,29,1
222,138,216,1
29,54,53,0
50,212,233,1
86,76,187,1
24,37,235,1
138,53,186,1
205,108,64,1
76,67,0,0
142,28,140,1
61,235,152,1
193,203,226,1
100,108,57,0
54,159,232,1
112,5,165,1
168,75,221,1
57,43,101,0
189,176,192,1
81,187,64,1
145,43,124,1
202,201,198,1
32,178,37,1
96,82,182,1
53,11,241,1
27,74,64,0
115,15,194,1
189,247,200,1
199,48,94,1
187,219,114,1
247,249,10,1
100,54,89,0
35,69,39,0
64,244,158,1
123,174,142,1
235,46,81,1
76,133,97,1
231,94,170,1
161,18,208,1
81,162,160,1
168,39,183,1
115,249,167,1
98,47,36,0
53,240,100,1
126,116,187,1
202,6,10,1
93,228,151,1
181,76,48,1
67,134,251,1
58,179,218,1
114,227,71,1
10,212,185,1
46,23,240,1
20,158,171,1
157,81,220,1
47,48,171,1
157,35,38,1
194,98,215,1
169,215,9,1
112,45,184,1
231,125,5,1
25,171,102,1
134,233,76,1
54,23,199,1
180,200,53,1
38,32,92,0
24,145,34,1
172,114,134,1
230,91,89,1
197,36,146,1
68,66,126,0
117,254,97,1
64,157,232,1
8,180,216,1
229,129,19,1
229,98,24,1
167,172,47,1
212,88,159,1
202,194,215,1
232,136,7,1
121,152,196,1
136,110,75,1
20,148,105,1
143,169,106,1
128,249,37,1
36,75,33,0
238,209,80,1
21,97,234,1
164,90,61,1
128,107,108,1
39,7,197,1
16,81,130,1
34,71,119,0
62,141,80,1
37,164,198,1
120,185,130,1
59,216,82,1
228,123,247,1
78,159,211,1
244,67,241,1
67,208,32,1
153,62,17,1
92,78,206,1
116,4,52,0
101,8,8,0
106,177,252,1
157,252,90,1
215,216,212,1
204,127,232,1
136,231,197,1
130,156,188,1
44,61,110,0
115,171,223,1
162,15,53,1
139,65,159,1
186,166,217,1
86,97,193,1
3,55,43,0
31,8,36,0
120,168,118,1
174,81,138,1
38,179,167,1
93,72,215,1
74,240,30,1
21,44,52,0
248,207,198,1
67,51,163,1
68,189,105,1
32,46,207,1
197,160,211,1
27,141,22,1
14,145,137,1
86,152,119,1
196,228,154,1
67,171,50,1
199,170,193,1
191,130,75,1
242,76,81,1
105,149,170,1
178,252,102,1
161,203,26,1
77,90,249,1
145,116,38,1
179,55,50,1
223,115,108,1
64,73,46,0
170,98,187,1
4,58,69,0
128,7,126,1
113,129,56,1
241,226,41,1
98,71,176,1
154,222,198,1
217,44,60,1
192,148,111,1
94,31,79,0
123,92,42,0
45,244,84,1
253,68,118,1
220,144,227,1
74,189,174,1
146,213,206,1
36,242,108,1
210,148,147,1
98,57,176,1
164,83,114,1
75,5,209,1
12,149,90,1
101,178,160,1
22,45,134,1
102,101,220,1
86,229,99,1
148,79,160,1
185,35,209,1
80,18,18,0
7,194,1,1
118,87,126,0
44,220,112,1
247,240,121,1
17,53,160,1
35,131,25,1
10,166,10,1
75,20,216,1
133,196,200,1
215,254,240,1
14,193,82,1
205,209,105,1
39,189,95,1
209,73,253,1
160,227,6,1
46,203,44,1
122,104,124,0
217,67,23,1
155,157,165,1
29,173,65,1
91,254,32,1
72,80,171,1
253,42,232,1
150,18,0,1
62,217,241,1
102,75,180,1
13,251,102,1
48,57,108,0
147,44,210,1
98,230,81,1
54,215,7,1
66,222,98,1
166,130,239,1
59,124,98,0
114,222,255,1
29,15,102,0
249,105,111,1
115,245,37,1
169,134,80,1
27,165,175,1
107,143,240,1
114,138,197,1
206,23,94,1
248,64,62,1
45,240,122,1
239,12,40,1
40,47,42,0
89,74,4,0
202,82,241,1
59,54,177,1
235,230,132,1
53,198,122,1
74,18,122,0
55,29,223,1
99,0,203,1
55,235,41,1
246,223,207,1
136,77,218,1
226,109,161,1
252,79,202,1
152,205,150,1
103,49,51,0
181,176,25,1
179,3,230,1
236,195,76,1
13,232,7,1
133,221,141,1
50,97,160,1
27,90,228,1
7,101,31,0
115,1,150,1
240,39,43,1
170,246,170,1
89,43,167,1
44,111,229,1
144,223,194,1
0,6,138,1
76,169,132,1
240,94,181,1
249,85,51,1
251,8,138,1
67,25,217,1
66,44,103,0
77,106,255,1
163,166,76,1
26,219,192,1
243,147,176,1
14,183,73,1
80,43,206,1
237,206,240,1
18,76,146,1
118,26,149,1
130,5,7,1
242,10,49,1
176,194,153,1
157,243,55,1
94,68,42,0
240,236,12,1
238,43,72,1
104,161,98,1
25,228,246,1
184,165,80,1
87,198,78,1
219,109,175,1
30,98,94,0
21,83,115,0
109,162,125,1
2,85,156,1
69,80,153,1
230,178,21,1
233,221,23,1
114,95,110,0
182,67,59,1
68,102,133,1
145,194,198,1
70,183,25,1
149,51,238,1
72,40,85,0
215,165,255,1
25,95,17,0
25,23,135,1
151,1,214,1
244,21,159,1
63,33,210,1
123,190,27,1
6,105,194,1
255,202,141,1
151,48,42,1
162,66,65,1
168,110,80,1
27,209,44,1
201,217,245,1
20,141,147,1
59,157,240,1
118,66,117,0
234,38,228,1
150,127,95,1
110,79,154,1
90,58,180,1
156,72,1,1
241,140,237,1
75,242,176,1
233,232,233,1
102,164,168,1
198,241,184,1
5,173,57,1
194,36,178,1
255,228,232,1
166,24,26,1
144,85,244,1
153,39,15,1
164,117,248,1
4,176,85,1
76,19,98,0
135,49,141,1
169,197,119,1
129,238,33,1
37,145,135,1
64,140,113,1
165,19,63,1
48,208,208,1
107,122,127,0
44,213,159,1
238,217,146,1
42,80,197,1
5,115,68,0
128,67,206,1
46,147,245,1
24,25,149,1
95,39,78,0
214,50,172,1
80,235,174,1
201,11,136,1
18,197,209,1
22,57,26,0
62,191,229,1
188,100,196,1
48,202,32,1
11,95,74,0
4,125,179,1
225,105,57,1
21,168,88,1
126,202,211,1
31,16,208,1
181,44,246,1
11,195,56,1
253,23,88,1
233,229,218,1
210,94,252,1
233,109,125,1
46,197,123,1
226,134,121,1
197,69,64,1
225,104,0,1
178,111,79,1
40,230,185,1
8,58,199,1
176,25,181,1
107,235,132,1
66,78,60,0
252,144,251,1
180,163,100,1
64,219,13,1
206,117,51,1
73,189,58,1
5,62,20,0
19,212,27,1
16,143,199,1
175,207,2,1
10,208,121,1
112,196,147,1
181,27,79,1
232,176,19,1
238,173,163,1
55,34,69,0
23,112,21,0
251,55,218,1
155,239,96,1
25,67,209,1
67,69,183,1
66,128,138,1
13,240,135,1
76,85,197,1
126,94,164,1
139,199,182,1
175,203,60,1
135,137,179,1
116,219,72,1
252,182,66,1
128,22,200,1
236,3,121,1
107,7,128,1
97,92,44,0
16,225,122,1
148,71,235,1
18,81,41,0
232,105,121,1
96,18,47,0
55,154,191,1
94,182,157,1
134,167,70,1
129,228,234,1
185,219,172,1
159,62,106,1
148,26,166,1
158,32,25,1
102,103,68,0
204,53,225,1
26,179,156,1
13,88,6,0
103,96,138,1
234,61,184,1
61,203,58,1
32,83,6,0
178,234,210,1
240,253,53,1
162,222,180,1
214,97,94,1
32,171,177,1
51,12,73,0
200,44,59,1
244,0,224,1
37,86,180,1
235,168,99,1
237,77,188,1
205,5,16,1
235,173,17,1
232,80,107,1
245,209,88,1
83,220,191,1
212,111,11,1
234,160,39,1
197,59,165,1
195,59,244,1
240,54,171,1
13,65,107,0
129,124,237,1
173,123,95,1
62,213,38,1
156,18,74,1
106,95,186,1
229,166,100,1
26,213,214,1
149,118,50,1
250,145,33,1
254,153,106,1
51,171,161,1
94,20,45,0
241,240,136,1
49,148,181,1
56,254,42,1
43,163,76,1
38,249,184,1
16,65,118,0
20,193,176,1
246,3,16,1
16,101,236,1
194,129,192,1
165,252,130,1
74,245,160,1
41,7,175,1
167,240,243,1
140,76,237,1
151,224,0,1
246,194,144,1
178,36,34,1
195,40,166,1
52,66,236,1
18,151,86,1
193,179,82,1
107,168,128,1
17,226,253,1
220,225,161,1
37,8,165,1
163,154,134,1
84,117,15,0
208,65,29,1
40,72,27,0
201,142,195,1
207,145,30,1
52,45,55,0
41,26,38,0
120,215,41,1
47,254,147,1
148,206,75,1
151,160,176,1
162,110,31,1
90,197,208,1
6,34,234,1
177,90,115,1
215,251,26,1
55,179,179,1
37,174,156,1
58,120,233,1
228,28,252,1
33,150,49,1
33,233,233,1
27,143,226,1
18,173,154,1
174,211,113,1
167,64,11,1
86,28,112,0
124,60,174,1
173,219,94,1
231,207,65,1
144,156,192,1
217,124,114,1
20,15,136,1
52,185,15,1
186,120,234,1
22,121,170,1
26,181,61,1
63,123,222,1
104,95,133,1
14,141,244,1
185,95,206,1
54,109,211,1
147,171,113,1
154,23,231,1
118,29,23,0
167,79,50,1
237,223,25,1
127,86,94,0
50,145,23,1
249,248,130,1
188,16,192,1
205,123,252,1
156,99,131,1
32,97,229,1
156,39,174,1
177,181,79,1
179,47,38,1
231,113,110,1
204,220,126,1
13,194,230,1
89,190,235,1
18,133,183,1
69,147,99,1
249,228,55,1
67,216,254,1
96,141,158,1
104,130,247,1
6,116,45,0
53,242,1,1
31,104,212,1
255,111,21,1
219,103,23,1
137,154,99,1
219,92,27,1
162,193,49,1
18,148,231,1
196,132,112,1
29,209,115,1
177,133,150,1
54,255,152,1
247,212,70,1
94,152,120,1
65,24,61,0
66,9,18,0
126,61,16,0
164,37,208,1
167,22,34,1
198,4,107,1
120,27,235,1
234,94,98,1
149,153,3,1
79,237,14,1
121,201,18,1
28,192,182,1
132,252,91,1
172,78,76,1
20,221,152,1
186,193,133,1
48,214,25,1
20,104,170,1
207,233,192,1
172,110,96,1
89,36,28,0
29,103,175,1
83,251,34,1
55,196,242,1
113,139,151,1
197,98,221,1
20,133,165,1
32,113,156,1
154,228,120,1
236,17,92,1
216,87,75,1
33,196,131,1
5,214,233,1
255,175,194,1
52,43,37,0
73,202,155,1
152,91,119,1
45,15,182,1
63,250,1,1
87,168,220,1
79,34,14,0
57,120,143,1
251,40,56,1
6,228,237,1
9,209,37,1
78,173,133,1
117,233,205,1
55,86,68,0
44,72,83,0
4,68,89,0
172,95,179,1
197,120,228,1
61,181,57,1
132,155,150,1
88,50,139,1
134,90,233,1
151,125,197,1
24,85,42,0
23,58,50,0
191,84,42,1
87,38,24,0
246,139,27,1
204,98,98,1
16,165,167,1
211,29,202,1
194,252,83,1
81,146,131,1
100,134,233,1
66,178,136,1
77,112,59,0
224,191,254,1
127,140,195,1
49,63,26,0
216,103,38,1
60,199,105,1
95,108,219,1
80,110,124,0
234,245,176,1
83,113,4,0
74,91,182,1
75,164,116,1
198,201,87,1
124,134,223,1
37,123,122,0
151,152,120,1
124,99,124,0
82,32,94,0
110,69,135,1
31,142,150,1
98,120,137,1
190,197,203,1
79,148,250,1
193,244,9,1
220,231,43,1
46,13,1,0
121,3,204,1
193,218,96,1
25,87,117,0
234,161,62,1
154,141,237,1
59,249,10,1
22,46,83,0
226,35,63,1
106,206,96,1
234,252,154,1
66,126,139,1
82,135,215,1
133,6,252,1
119,206,21,1
219,71,238,1
73,145,139,1
185,196,80,1
99,170,10,1
235,116,128,1
47,132,43,1
163,160,165,1
104,200,161,1
174,37,245,1
117,204,254,1
131,190,59,1
77,72,127,0
171,62,107,1
118,74,117,0
239,165,123,1
62,87,213,1
176,55,11,1
174,191,134,1
153,241,240,1
218,41,75,1
193,202,91,1
122,22,239,1
5,105,73,0
63,183,230,1
78,160,46,1
253,85,215,1
20,230,152,1
225,161,247,1
250,37,59,1
182,117,32,1
148,165,123,1
253,255,125,1
137,14,204,1
110,216,181,1
59,81,228,1
240,129,217,1
50,98,237,1
41,239,45,1
34,35,169,1
73,73,103,0
0,128,64,1
212,96,89,1
217,75,68,1
83,213,50,1
178,62,176,1
215,20,70,1
115,101,144,1
18,247,255,1
236,249,66,1
169,112,92,1
21,18,143,1
125,87,6,0
25,189,171,1
216,164,208,1
233,192,21,1
67,106,202,1
219,70,91,1
221,221,31,1
66,247,222,1
45,112,102,0
214,59,145,1
227,196,27,1
47,239,165,1
247,222,91,1
226,24,146,1
245,30,81,1
250,199,65,1
104,224,218,1
252,215,172,1
37,221,54,1
20,185,233,1
3,26,67,0
236,41,149,1
37,52,4,0
48,218,20,1
215,252,139,1
11,92,41,0
174,187,163,1
88,189,160,1
78,165,11,1
182,115,89,1
1,28,90,0
75,43,135,1
6,227,161,1
131,221,236,1
99,9,223,1
31,167,207,1
205,23,65,1
171,221,114,1
160,93,2,1
59,114,48,0
1,223,241,1
138,183,205,1
128,184,79,1
113,91,117,0
229,246,200,1
53,126,61,0
177,233,64,1
115,190,235,1
57,40,148,1
169,63,1,1
1,115,253,1
185,215,183,1
82,150,228,1
48,184,25,1
135,151,251,1
24,47,92,0
53,134,156,1
230,58,104,1
189,47,133,1
79,120,56,0
95,145,84,1
189,163,236,1
123,37,134,1
2,77,204,1
112,124,202,1
199,43,44,1
141,160,201,1
103,19,155,1
233,160,204,1
157,148,18,1
250,100,162,1
19,27,63,0
31,115,191,1
168,221,51,1
160,140,237,1
55,152,194,1
45,148,232,1
22,83,44,0
114,140,231,1
106,217,69,1
251,33,2,1
228,201,157,1
21,40,121,0
33,97,53,0
83,50,176,1
12,197,101,1
203,193,234,1
110,123,48,0
201,203,74,1
100,241,120,1
100,146,141,1
188,119,55,1
92,156,50,1
109,161,19,1
40,148,4,1
233,228,103,1
230,133,125,1
249,169,190,1
232,228,247,1
150,123,246,1
122,226,35,1
111,178,20,1
63,48,107,0
64,59,154,1
182,250,57,1
73,254,167,1
215,215,1,1
101,74,23,0
226,127,122,1
247,72,227,1
12,124,139,1
228,189,1,1
178,28,44,1
76,94,98,0
65,27,46,0
115,122,172,1
192,223,203,1
22,47,102,0
178,46,174,1
115,24,225,1
13,97,192,1
66,2,219,1
84,104,34,0
33,178,116,1
55,124,82,0
147,175,160,1
249,210,202,1
216,19,186,1
176,173,219,1
87,141,208,1
12,113,66,0
209,44,68,1
170,104,242,1
200,214,123,1
127,45,23,0
49,142,191,1
238,168,186,1
27,64,236,1
77,47,193,1
51,235,225,1
28,54,160,1
23,104,106,0
79,216,209,1
240,106,179,1
21,49,142,1
17,72,68,0
104,222,13,1
36,119,120,0
156,137,180,1
11,234,30,1
89,62,104,0
147,57,93,1
173,233,31,1
98,71,8,0
92,157,128,1
210,61,58,1
116,141,204,1
215,53,151,1
158,1,149,1
196,96,226,1
45,219,206,1
223,194,235,1
234,82,37,1
193,239,166,1
47,156,108,1
2,51,215,1
241,23,77,1
239,232,7,1
39,172,153,1
33,132,114,1
14,75,40,0
185,157,203,1
113,96,114,0
190,255,9,1
81,210,77,1
141,56,44,1
34,208,41,1
172,220,31,1
141,239,158,1
106,102,233,1
207,87,246,1
6,65,244,1
212,50,83,1
134,3,230,1
168,103,77,1
18,27,248,1
247,130,237,1
203,243,247,1
1,245,209,1
172,215,225,1
31,49,247,1
186,174,20,1
84,233,134,1
75,191,202,1
101,128,55,1
66,165,37,1
19,104,153,1
114,23,35,0
124,71,70,0
58,139,158,1
255,142,193,1
112,88,85,0
102,0,139,1
229,169,77,1
232,190,86,1
61,155,136,1
75,174,215,1
4,19,156,1
241,213,169,1
250,217,44,1
238,170,175,1
209,141,63,1
99,143,215,1
73,159,180,1
109,187,254,1
165,227,167,1
55,65,143,1
165,79,55,1
11,75,128,1
52,124,84,0
120,189,245,1
33,171,208,1
226,168,195,1
65,166,177,1
195,174,72,1
32,199,240,1
174,150,87,1
177,32,169,1
164,54,104,1
162,215,2,1
237,111,103,1
48,61,95,0
144,230,153,1
143,64,76,1
91,224,156,1
70,43,235,1
224,108,48,1
238,32,151,1
46,39,106,0
211,19,74,1
158,64,86,1
157,44,220,1
160,107,116,1
12,69,108,0
218,94,179,1
27,212,249,1
188,98,202,1
108,204,199,1
66,32,120,0
227,9,110,1
75,239,107,1
205,254,128,1
115,40,197,1
255,40,11,1
193,39,91,1
168,217,111,1
68,56,80,0
62,87,153,1
43,77,4,0
51,35,156,1
209,153,120,1
234,166,254,1
79,83,109,0
168,185,82,1
125,33,44,0
172,34,19,1
89,21,196,1
122,86,117,0
207,12,74,1
69,230,247,1
148,230,175,1
217,238,196,1
126,195,109,1
220,178,190,1
239,126,75,1
53,61,193,1
31,38,138,1
58,3,9,0
54,115,36,0
50,89,63,0
18,195,48,1
247,97,59,1
169,253,102,1
105,125,100,0
62,26,192,1
102,144,20,1
174,181,82,1
120,216,242,1
133,51,175,1
29,47,40,0
161,205,56,1
64,238,199,1
74,122,76,0
88,201,85,1
54,168,40,1
171,216,95,1
131,164,90,1
14,251,40,1
120,223,242,1
81,186,110,1
61,167,49,1
64,134,9,1
225,134,237,1
212,196,199,1
25,68,149,1
179,187,143,1
17,84,224,1
145,227,216,1
122,240,56,1
18,102,67,0
141,31,250,1
80,195,201,1
5,75,193,1
167,56,69,1
243,52,191,1
125,56,212,1
147,72,108,1
103,144,50,1
140,118,19,1
121,71,227,1
111,144,140,1
180,2,234,1
148,126,109,1
238,170,198,1
122,139,126,1
150,105,165,1
119,190,82,1
72,109,216,1
77,164,209,1
6,77,102,0
11,74,199,1
236,64,152,1
135,202,208,1
196,215,221,1
5,80,73,0
206,229,51,1
8,255,210,1
196,228,206,1
166,254,147,1
59,201,3,1
187,206,252,1
102,19,69,0
28,33,35,0
43,32,126,0
156,174,49,1
170,5,181,1
102,111,154,1
202,117,215,1
14,180,183,1
201,206,204,1
38,10,219,1
173,144,144,1
201,173,181,1
176,1,44,1
48,184,101,1
249,231,93,1
217,10,6,1
158,249,6,1
193,85,222,1
6,101,25,0
183,67,223,1
156,118,161,1
13,59,252,1
237,222,95,1
72,211,32,1
241,166,90,1
45,179,218,1
167,192,250,1
110,216,125,1
67,160,195,1
17,62,71,0
49,193,37,1
57,23,119,0
108,254,236,1
176,122,138,1
239,13,240,1
149,3,34,1
74,205,234,1
188,28,25,1
171,133,41,1
146,138,204,1
80,172,77,1
230,23,198,1
32,8,10,0
17,100,73,0
188,162,63,1
78,207,77,1
201,235,46,1
55,62,6,0
1,21,97,0
200,185,254,1
167,72,152,1
30,153,252,1
84,92,93,0
15,177,113,1
198,238,3,1
164,38,193,1
163,140,231,1
136,36,145,1
176,101,253,1
224,222,139,1
18,140,231,1
237,212,98,1
148,43,61,1
132,181,151,1
82,240,30,1
167,204,198,1
57,114,76,0
249,5,176,1
106,240,54,1
10,21,152,1
205,128,92,1
90,83,52,0
134,73,99,1
105,177,137,1
253,90,136,1
108,220,219,1
134,230,63,1
109,66,39,0
161,153,42,1
102,254,115,1
115,129,23,1
219,77,232,1
100,184,204,1
98,175,2,1
60,196,194,1
152,243,230,1
5,243,220,1
68,115,70,0
141,130,188,1
55,241,194,1
29,234,49,1
79,249,53,1
102,72,14,0
26,214,254,1
25,201,194,1
241,54,22,1
114,105,139,1
186,98,161,1
26,114,4,0
149,105,111,1
142,223,134,1
93,64,48,0
187,117,120,1
247,198,249,1
217,230,84,1
0,37,189,1
234,104,48,1
202,23,18,1
250,156,36,1
155,55,241,1
5,252,173,1
24,57,177,1
244,13,50,1
203,185,189,1
57,4,182,1
104,100,111,0
118,88,180,1
77,194,54,1
188,1,71,1
51,7,185,1
103,163,217,1
251,133,19,1
1,96,174,1
142,34,44,1
111,246,19,1
104,167,63,1
0,16,237,1
240,127,145,1
186,9,177,1
193,234,181,1
9,211,156,1
130,36,65,1
193,52,129,1
143,23,160,1
244,65,119,1
249,167,184,1
202,56,201,1
202,58,58,1
0,30,58,0
226,140,3,1
27,2,227,1
114,153,192,1
138,222,150,1
42,240,9,1
143,196,154,1
218,82,27,1
239,224,157,1
114,7,50,0
108,3,146,1
211,57,74,1
199,141,96,1
135,120,57,1
121,46,184,1
215,174,122,1
1,190,165,1
31,191,44,1
48,94,100,0
219,141,145,1
206,56,250,1
173,202,182,1
77,175,64,1
142,160,70,1
35,142,16,1
164,36,79,1
170,27,89,1
77,8,128,1
197,149,88,1
197,110,189,1
171,105,249,1
107,237,111,1
125,224,50,1
76,104,221,1
214,5,138,1
28,26,231,1
84,39,132,1
92,156,202,1
125,237,244,1
240,27,197,1
42,52,108,0
71,113,99,0
142,86,93,1
56,84,255,1
116,139,13,1
200,205,123,1
229,184,228,1
245,94,190,1
28,169,221,1
198,129,231,1
